gid,row,col,xcoord,ycoord,diamsec_s,diamprim_s,goldplacer_s,goldvein_s,goldsurface_s
"49182","69","222","-69.25","-55.75",,,,,
"49183","69","223","-68.75","-55.75",,,,,
"49184","69","224","-68.25","-55.75",,,,,
"49185","69","225","-67.75","-55.75",,,,,
"49186","69","226","-67.25","-55.75",,,,,
"49898","70","218","-71.25","-55.25",,,,,
"49899","70","219","-70.75","-55.25",,,,,
"49900","70","220","-70.25","-55.25",,,,,
"49901","70","221","-69.75","-55.25",,,,,
"49902","70","222","-69.25","-55.25",,,,,
"49903","70","223","-68.75","-55.25",,,,,
"49904","70","224","-68.25","-55.25",,,,,
"49905","70","225","-67.75","-55.25",,,,,
"49906","70","226","-67.25","-55.25",,,,,
"49907","70","227","-66.75","-55.25",,,,1,
"49908","70","228","-66.25","-55.25",,,,,
"50616","71","216","-72.25","-54.75",,,,,
"50617","71","217","-71.75","-54.75",,,,,
"50618","71","218","-71.25","-54.75",,,,,
"50619","71","219","-70.75","-54.75",,,,,
"50620","71","220","-70.25","-54.75",,,,,
"50621","71","221","-69.75","-54.75",,,,,
"50622","71","222","-69.25","-54.75",,,,,
"50623","71","223","-68.75","-54.75",,,,,
"50624","71","224","-68.25","-54.75",,,,1,
"50625","71","225","-67.75","-54.75",,,,,
"50626","71","226","-67.25","-54.75",,,,,
"50627","71","227","-66.75","-54.75",,,,,
"50628","71","228","-66.25","-54.75",,,,,
"50629","71","229","-65.75","-54.75",,,,,
"50630","71","230","-65.25","-54.75",,,,,
"50631","71","231","-64.75","-54.75",,,,,
"50632","71","232","-64.25","-54.75",,,,,
"50633","71","233","-63.75","-54.75",,,,,
"51078","71","678","158.75","-54.75",,,,,
"51334","72","214","-73.25","-54.25",,,,,
"51335","72","215","-72.75","-54.25",,,,,
"51336","72","216","-72.25","-54.25",,,,,
"51337","72","217","-71.75","-54.25",,,,,
"51338","72","218","-71.25","-54.25",,,,,
"51339","72","219","-70.75","-54.25",,,,,
"51340","72","220","-70.25","-54.25",,,,,
"51341","72","221","-69.75","-54.25",,,,,
"51342","72","222","-69.25","-54.25",,,,,
"51343","72","223","-68.75","-54.25",,,,,
"51344","72","224","-68.25","-54.25",,,,,
"51345","72","225","-67.75","-54.25",,,,,
"51346","72","226","-67.25","-54.25",,,,,
"51347","72","227","-66.75","-54.25",,,,,
"51348","72","228","-66.25","-54.25",,,,,
"51798","72","678","158.75","-54.25",,,,,
"52053","73","213","-73.75","-53.75",,,,,
"52054","73","214","-73.25","-53.75",,,,,
"52055","73","215","-72.75","-53.75",,,,,
"52056","73","216","-72.25","-53.75",,,,,
"52057","73","217","-71.75","-53.75",,,,,
"52058","73","218","-71.25","-53.75",,,,,
"52059","73","219","-70.75","-53.75",,,,,
"52060","73","220","-70.25","-53.75",,,,,
"52061","73","221","-69.75","-53.75",,,,,
"52062","73","222","-69.25","-53.75",,,,,
"52063","73","223","-68.75","-53.75",,,,,
"52064","73","224","-68.25","-53.75",,,,,
"52065","73","225","-67.75","-53.75",,,,,
"52066","73","226","-67.25","-53.75",,,,,
"52772","74","212","-74.25","-53.25",,,,,
"52773","74","213","-73.75","-53.25",,,,,
"52774","74","214","-73.25","-53.25",,,,,
"52775","74","215","-72.75","-53.25",,,,,
"52776","74","216","-72.25","-53.25",,,,,
"52777","74","217","-71.75","-53.25",,,,,
"52778","74","218","-71.25","-53.25",,,,,
"52779","74","219","-70.75","-53.25",,,,,
"52780","74","220","-70.25","-53.25",,,,1,
"52781","74","221","-69.75","-53.25",,,,,
"52782","74","222","-69.25","-53.25",,,,,
"52783","74","223","-68.75","-53.25",,,,,
"52784","74","224","-68.25","-53.25",,,,,
"53491","75","211","-74.75","-52.75",,,,,
"53492","75","212","-74.25","-52.75",,,,,
"53493","75","213","-73.75","-52.75",,,,,
"53494","75","214","-73.25","-52.75",,,,,
"53495","75","215","-72.75","-52.75",,,,1,
"53496","75","216","-72.25","-52.75",,,,,
"53497","75","217","-71.75","-52.75",,,,,
"53498","75","218","-71.25","-52.75",,,,,
"53499","75","219","-70.75","-52.75",,,,,
"53500","75","220","-70.25","-52.75",,,,,
"53501","75","221","-69.75","-52.75",,,,,
"53502","75","222","-69.25","-52.75",,,,,
"53503","75","223","-68.75","-52.75",,,,,
"53504","75","224","-68.25","-52.75",,,,,
"53979","75","699","169.25","-52.75",,,,,
"54210","76","210","-75.25","-52.25",,,,,
"54211","76","211","-74.75","-52.25",,,,,
"54212","76","212","-74.25","-52.25",,,,,
"54213","76","213","-73.75","-52.25",,,,,
"54214","76","214","-73.25","-52.25",,,,,
"54215","76","215","-72.75","-52.25",,,,,
"54216","76","216","-72.25","-52.25",,,,,
"54217","76","217","-71.75","-52.25",,,,,
"54218","76","218","-71.25","-52.25",,,,,
"54219","76","219","-70.75","-52.25",,,,,
"54220","76","220","-70.25","-52.25",,,,,
"54221","76","221","-69.75","-52.25",,,,,
"54222","76","222","-69.25","-52.25",,,,,
"54223","76","223","-68.75","-52.25",,,,,
"54224","76","224","-68.25","-52.25",,,,,
"54699","76","699","169.25","-52.25",,,,,
"54930","77","210","-75.25","-51.75",,,,,
"54931","77","211","-74.75","-51.75",,,,,
"54932","77","212","-74.25","-51.75",,,,,
"54933","77","213","-73.75","-51.75",,,,,
"54934","77","214","-73.25","-51.75",,,,,
"54935","77","215","-72.75","-51.75",,,,,
"54936","77","216","-72.25","-51.75",,,,,
"54937","77","217","-71.75","-51.75",,,,,
"54938","77","218","-71.25","-51.75",,,,,
"54939","77","219","-70.75","-51.75",,,,,
"54940","77","220","-70.25","-51.75",,,,,
"54941","77","221","-69.75","-51.75",,,,,
"54942","77","222","-69.25","-51.75",,,,,
"54943","77","223","-68.75","-51.75",,,,,
"55650","78","210","-75.25","-51.25",,,,,
"55651","78","211","-74.75","-51.25",,,,,
"55652","78","212","-74.25","-51.25",,,,,
"55653","78","213","-73.75","-51.25",,,,,
"55654","78","214","-73.25","-51.25",,,,,
"55655","78","215","-72.75","-51.25",,,,,
"55656","78","216","-72.25","-51.25",,,,,
"55657","78","217","-71.75","-51.25",,,,,
"55658","78","218","-71.25","-51.25",,,,,
"55659","78","219","-70.75","-51.25",,,,,
"55660","78","220","-70.25","-51.25",,,,,
"55661","78","221","-69.75","-51.25",,,,,
"55662","78","222","-69.25","-51.25",,,,,
"55663","78","223","-68.75","-51.25",,,,,
"56369","79","209","-75.75","-50.75",,,,,
"56370","79","210","-75.25","-50.75",,,,,
"56371","79","211","-74.75","-50.75",,,,,
"56372","79","212","-74.25","-50.75",,,,,
"56373","79","213","-73.75","-50.75",,,,,
"56374","79","214","-73.25","-50.75",,,,,
"56375","79","215","-72.75","-50.75",,,,,
"56376","79","216","-72.25","-50.75",,,,,
"56377","79","217","-71.75","-50.75",,,,,
"56378","79","218","-71.25","-50.75",,,,,
"56379","79","219","-70.75","-50.75",,,,,
"56380","79","220","-70.25","-50.75",,,,,
"56381","79","221","-69.75","-50.75",,,,,
"56382","79","222","-69.25","-50.75",,,,,
"56852","79","692","165.75","-50.75",,,,,
"56853","79","693","166.25","-50.75",,,,,
"57090","80","210","-75.25","-50.25",,,,,
"57091","80","211","-74.75","-50.25",,,,,
"57092","80","212","-74.25","-50.25",,,,,
"57093","80","213","-73.75","-50.25",,,,,
"57094","80","214","-73.25","-50.25",,,,,
"57095","80","215","-72.75","-50.25",,,,,
"57096","80","216","-72.25","-50.25",,,,,
"57097","80","217","-71.75","-50.25",,,,,
"57098","80","218","-71.25","-50.25",,,,,
"57099","80","219","-70.75","-50.25",,,,,
"57100","80","220","-70.25","-50.25",,,,,
"57101","80","221","-69.75","-50.25",,,,,
"57102","80","222","-69.25","-50.25",,,,,
"57103","80","223","-68.75","-50.25",,,,,
"57104","80","224","-68.25","-50.25",,,,,
"57105","80","225","-67.75","-50.25",,,,,
"57809","81","209","-75.75","-49.75",,,,,
"57810","81","210","-75.25","-49.75",,,,,
"57811","81","211","-74.75","-49.75",,,,,
"57812","81","212","-74.25","-49.75",,,,,
"57813","81","213","-73.75","-49.75",,,,,
"57814","81","214","-73.25","-49.75",,,,,
"57815","81","215","-72.75","-49.75",,,,,
"57816","81","216","-72.25","-49.75",,,,,
"57817","81","217","-71.75","-49.75",,,,,
"57818","81","218","-71.25","-49.75",,,,,
"57819","81","219","-70.75","-49.75",,,,,
"57820","81","220","-70.25","-49.75",,,,,
"57821","81","221","-69.75","-49.75",,,,,
"57822","81","222","-69.25","-49.75",,,,,
"57823","81","223","-68.75","-49.75",,,,,
"57824","81","224","-68.25","-49.75",,,,,
"57825","81","225","-67.75","-49.75",,,,,
"58318","81","718","178.75","-49.75",,,,,
"58529","82","209","-75.75","-49.25",,,,,
"58530","82","210","-75.25","-49.25",,,,,
"58531","82","211","-74.75","-49.25",,,,,
"58532","82","212","-74.25","-49.25",,,,,
"58533","82","213","-73.75","-49.25",,,,,
"58534","82","214","-73.25","-49.25",,,,,
"58535","82","215","-72.75","-49.25",,,,,
"58536","82","216","-72.25","-49.25",,,,,
"58537","82","217","-71.75","-49.25",,,,,
"58538","82","218","-71.25","-49.25",,,,,
"58539","82","219","-70.75","-49.25",,,,,
"58540","82","220","-70.25","-49.25",,,,,
"58541","82","221","-69.75","-49.25",,,,,
"58542","82","222","-69.25","-49.25",,,,,
"58543","82","223","-68.75","-49.25",,,,,
"58544","82","224","-68.25","-49.25",,,,,
"58545","82","225","-67.75","-49.25",,,,,
"59249","83","209","-75.75","-48.75",,,,,
"59250","83","210","-75.25","-48.75",,,,,
"59251","83","211","-74.75","-48.75",,,,,
"59252","83","212","-74.25","-48.75",,,,,
"59253","83","213","-73.75","-48.75",,,,,
"59254","83","214","-73.25","-48.75",,,,1,
"59255","83","215","-72.75","-48.75",,,,,
"59256","83","216","-72.25","-48.75",,,,,
"59257","83","217","-71.75","-48.75",,,,,
"59258","83","218","-71.25","-48.75",,,,,
"59259","83","219","-70.75","-48.75",,,,,
"59260","83","220","-70.25","-48.75",,,,,
"59261","83","221","-69.75","-48.75",,,,,
"59262","83","222","-69.25","-48.75",,,,,
"59263","83","223","-68.75","-48.75",,,,,
"59264","83","224","-68.25","-48.75",,,,,
"59265","83","225","-67.75","-48.75",,,,,
"59266","83","226","-67.25","-48.75",,,,,
"59267","83","227","-66.75","-48.75",,,,,
"59969","84","209","-75.75","-48.25",,,,,
"59970","84","210","-75.25","-48.25",,,,,
"59971","84","211","-74.75","-48.25",,,,,
"59972","84","212","-74.25","-48.25",,,,,
"59973","84","213","-73.75","-48.25",,,,,
"59974","84","214","-73.25","-48.25",,,,,
"59975","84","215","-72.75","-48.25",,,,,
"59976","84","216","-72.25","-48.25",,,,,
"59977","84","217","-71.75","-48.25",,,,,
"59978","84","218","-71.25","-48.25",,,,,
"59979","84","219","-70.75","-48.25",,,,,
"59980","84","220","-70.25","-48.25",,,,,
"59981","84","221","-69.75","-48.25",,,,,
"59982","84","222","-69.25","-48.25",,,,,
"59983","84","223","-68.75","-48.25",,,,,
"59984","84","224","-68.25","-48.25",,,,,
"59985","84","225","-67.75","-48.25",,,,,
"59986","84","226","-67.25","-48.25",,,,,
"59987","84","227","-66.75","-48.25",,,,,
"59988","84","228","-66.25","-48.25",,,,,
"59989","84","229","-65.75","-48.25",,,,,
"60690","85","210","-75.25","-47.75",,,,,
"60691","85","211","-74.75","-47.75",,,,,
"60692","85","212","-74.25","-47.75",,,,,
"60693","85","213","-73.75","-47.75",,,,,
"60694","85","214","-73.25","-47.75",,,,,
"60695","85","215","-72.75","-47.75",,,,,
"60696","85","216","-72.25","-47.75",,,,,
"60697","85","217","-71.75","-47.75",,,,,
"60698","85","218","-71.25","-47.75",,,,,
"60699","85","219","-70.75","-47.75",,,,,
"60700","85","220","-70.25","-47.75",,,,,
"60701","85","221","-69.75","-47.75",,,,,
"60702","85","222","-69.25","-47.75",,,,,
"60703","85","223","-68.75","-47.75",,,,,
"60704","85","224","-68.25","-47.75",,,,,
"60705","85","225","-67.75","-47.75",,,,,
"60706","85","226","-67.25","-47.75",,,,,
"60707","85","227","-66.75","-47.75",,,,,
"60708","85","228","-66.25","-47.75",,,,,
"60709","85","229","-65.75","-47.75",,,,,
"61411","86","211","-74.75","-47.25",,,,,
"61412","86","212","-74.25","-47.25",,,,,
"61413","86","213","-73.75","-47.25",,,,,
"61414","86","214","-73.25","-47.25",,,,,
"61415","86","215","-72.75","-47.25",,,,,
"61416","86","216","-72.25","-47.25",,,,1,
"61417","86","217","-71.75","-47.25",,,,,
"61418","86","218","-71.25","-47.25",,,,,
"61419","86","219","-70.75","-47.25",,,,,
"61420","86","220","-70.25","-47.25",,,,,
"61421","86","221","-69.75","-47.25",,,,,
"61422","86","222","-69.25","-47.25",,,,,
"61423","86","223","-68.75","-47.25",,,,,
"61424","86","224","-68.25","-47.25",,,,,
"61425","86","225","-67.75","-47.25",,,,,
"61426","86","226","-67.25","-47.25",,,,,
"61427","86","227","-66.75","-47.25",,,,,
"61428","86","228","-66.25","-47.25",,,,,
"61429","86","229","-65.75","-47.25",,,,,
"61896","86","696","167.75","-47.25",,,,,
"61897","86","697","168.25","-47.25",,,,,
"62129","87","209","-75.75","-46.75",,,,,
"62130","87","210","-75.25","-46.75",,,,,
"62131","87","211","-74.75","-46.75",,,,,
"62132","87","212","-74.25","-46.75",,,,,
"62133","87","213","-73.75","-46.75",,,,,
"62134","87","214","-73.25","-46.75",,,,,
"62135","87","215","-72.75","-46.75",,,,,
"62136","87","216","-72.25","-46.75",,,,,
"62137","87","217","-71.75","-46.75",,,,,
"62138","87","218","-71.25","-46.75",,,,,
"62139","87","219","-70.75","-46.75",,,,,
"62140","87","220","-70.25","-46.75",,,,,
"62141","87","221","-69.75","-46.75",,,,,
"62142","87","222","-69.25","-46.75",,,,,
"62143","87","223","-68.75","-46.75",,,,,
"62144","87","224","-68.25","-46.75",,,,,
"62145","87","225","-67.75","-46.75",,,,,
"62146","87","226","-67.25","-46.75",,,,,
"62147","87","227","-66.75","-46.75",,,,,
"62356","87","436","37.75","-46.75",,,,,
"62616","87","696","167.75","-46.75",,,,,
"62617","87","697","168.25","-46.75",,,,,
"62618","87","698","168.75","-46.75",,,,,
"62619","87","699","169.25","-46.75",,,,,
"62620","87","700","169.75","-46.75",,,,,
"62850","88","210","-75.25","-46.25",,,,,
"62851","88","211","-74.75","-46.25",,,,,
"62852","88","212","-74.25","-46.25",,,,,
"62853","88","213","-73.75","-46.25",,,,,
"62854","88","214","-73.25","-46.25",,,,,
"62855","88","215","-72.75","-46.25",,,,,
"62856","88","216","-72.25","-46.25",,,,,
"62857","88","217","-71.75","-46.25",,,,1,
"62858","88","218","-71.25","-46.25",,,,,
"62859","88","219","-70.75","-46.25",,,,,
"62860","88","220","-70.25","-46.25",,,,,
"62861","88","221","-69.75","-46.25",,,,,
"62862","88","222","-69.25","-46.25",,,,,
"62863","88","223","-68.75","-46.25",,,,,
"62864","88","224","-68.25","-46.25",,,,,
"62865","88","225","-67.75","-46.25",,,,,
"62866","88","226","-67.25","-46.25",,,,,
"63333","88","693","166.25","-46.25",,,,,
"63334","88","694","166.75","-46.25",,,,,
"63335","88","695","167.25","-46.25",,,,,
"63336","88","696","167.75","-46.25",,,,,
"63337","88","697","168.25","-46.25",,,,,
"63338","88","698","168.75","-46.25",,,,,
"63339","88","699","169.25","-46.25",,,,,
"63340","88","700","169.75","-46.25",,,,,
"63341","88","701","170.25","-46.25",,,,,
"63570","89","210","-75.25","-45.75",,,,,
"63571","89","211","-74.75","-45.75",,,,,
"63572","89","212","-74.25","-45.75",,,,,
"63573","89","213","-73.75","-45.75",,,,,
"63574","89","214","-73.25","-45.75",,,,,
"63575","89","215","-72.75","-45.75",,,,,
"63576","89","216","-72.25","-45.75",,,,,
"63577","89","217","-71.75","-45.75",,,,,
"63578","89","218","-71.25","-45.75",,,,,
"63579","89","219","-70.75","-45.75",,,,,
"63580","89","220","-70.25","-45.75",,,,,
"63581","89","221","-69.75","-45.75",,,,,
"63582","89","222","-69.25","-45.75",,,,,
"63583","89","223","-68.75","-45.75",,,,,
"63584","89","224","-68.25","-45.75",,,,,
"63585","89","225","-67.75","-45.75",,,,,
"63586","89","226","-67.25","-45.75",,,,,
"64053","89","693","166.25","-45.75",,,,,
"64054","89","694","166.75","-45.75",,,,,
"64055","89","695","167.25","-45.75",,,,,
"64056","89","696","167.75","-45.75",,,,,
"64057","89","697","168.25","-45.75",,,,,
"64058","89","698","168.75","-45.75",,,,,
"64059","89","699","169.25","-45.75",,,,,
"64060","89","700","169.75","-45.75",,,,,
"64061","89","701","170.25","-45.75",,,,,
"64062","89","702","170.75","-45.75",,,,,
"64291","90","211","-74.75","-45.25",,,,,
"64292","90","212","-74.25","-45.25",,,,,
"64293","90","213","-73.75","-45.25",,,,,
"64294","90","214","-73.25","-45.25",,,,,
"64295","90","215","-72.75","-45.25",,,,,
"64296","90","216","-72.25","-45.25",,,,,
"64297","90","217","-71.75","-45.25",,,,,
"64298","90","218","-71.25","-45.25",,,,,
"64299","90","219","-70.75","-45.25",,,,,
"64300","90","220","-70.25","-45.25",,,,,
"64301","90","221","-69.75","-45.25",,,,,
"64302","90","222","-69.25","-45.25",,,,,
"64303","90","223","-68.75","-45.25",,,,,
"64304","90","224","-68.25","-45.25",,,,,
"64305","90","225","-67.75","-45.25",,,,,
"64306","90","226","-67.25","-45.25",,,,,
"64307","90","227","-66.75","-45.25",,,,,
"64308","90","228","-66.25","-45.25",,,,,
"64309","90","229","-65.75","-45.25",,,,,
"64774","90","694","166.75","-45.25",,,,,
"64775","90","695","167.25","-45.25",,,,,
"64776","90","696","167.75","-45.25",,,,,
"64777","90","697","168.25","-45.25",,,,,
"64778","90","698","168.75","-45.25",,,,,
"64779","90","699","169.25","-45.25",,,,,
"64780","90","700","169.75","-45.25",,,,,
"64781","90","701","170.25","-45.25",,,,,
"64782","90","702","170.75","-45.25",,,,,
"64783","90","703","171.25","-45.25",,,,,
"65010","91","210","-75.25","-44.75",,,,,
"65011","91","211","-74.75","-44.75",,,,,
"65012","91","212","-74.25","-44.75",,,,,
"65013","91","213","-73.75","-44.75",,,,,
"65014","91","214","-73.25","-44.75",,,,,
"65015","91","215","-72.75","-44.75",,,,,
"65016","91","216","-72.25","-44.75",,,,,
"65017","91","217","-71.75","-44.75",,,,,
"65018","91","218","-71.25","-44.75",,,,,
"65019","91","219","-70.75","-44.75",,,,,
"65020","91","220","-70.25","-44.75",,,,,
"65021","91","221","-69.75","-44.75",,,,,
"65022","91","222","-69.25","-44.75",,,,,
"65023","91","223","-68.75","-44.75",,,,,
"65024","91","224","-68.25","-44.75",,,,,
"65025","91","225","-67.75","-44.75",,,,,
"65026","91","226","-67.25","-44.75",,,,,
"65027","91","227","-66.75","-44.75",,,,,
"65028","91","228","-66.25","-44.75",,,,,
"65029","91","229","-65.75","-44.75",,,,,
"65030","91","230","-65.25","-44.75",,,,,
"65495","91","695","167.25","-44.75",,,,,
"65496","91","696","167.75","-44.75",,,,,
"65497","91","697","168.25","-44.75",,,,,
"65498","91","698","168.75","-44.75",,,,,
"65499","91","699","169.25","-44.75",,,,,
"65500","91","700","169.75","-44.75",,,,,
"65501","91","701","170.25","-44.75",,,,,
"65502","91","702","170.75","-44.75",,,,,
"65503","91","703","171.25","-44.75",,,,,
"65527","92","7","-176.75","-44.25",,,,,
"65528","92","8","-176.25","-44.25",,,,,
"65731","92","211","-74.75","-44.25",,,,,
"65732","92","212","-74.25","-44.25",,,,,
"65733","92","213","-73.75","-44.25",,,,,
"65734","92","214","-73.25","-44.25",,,,,
"65735","92","215","-72.75","-44.25",,,,,
"65736","92","216","-72.25","-44.25",,,,,
"65737","92","217","-71.75","-44.25",,,,,
"65738","92","218","-71.25","-44.25",,,,,
"65739","92","219","-70.75","-44.25",,,,,
"65740","92","220","-70.25","-44.25",,,,,
"65741","92","221","-69.75","-44.25",,,,,
"65742","92","222","-69.25","-44.25",,,,,
"65743","92","223","-68.75","-44.25",,,,,
"65744","92","224","-68.25","-44.25",,,,,
"65745","92","225","-67.75","-44.25",,,,,
"65746","92","226","-67.25","-44.25",,,,,
"65747","92","227","-66.75","-44.25",,,,,
"65748","92","228","-66.25","-44.25",,,,,
"65749","92","229","-65.75","-44.25",,,,,
"65750","92","230","-65.25","-44.25",,,,,
"66216","92","696","167.75","-44.25",,,,,
"66217","92","697","168.25","-44.25",,,,,
"66218","92","698","168.75","-44.25",,,,,
"66219","92","699","169.25","-44.25",,,,,
"66220","92","700","169.75","-44.25",,,,,
"66221","92","701","170.25","-44.25",,,,,
"66222","92","702","170.75","-44.25",,,,,
"66223","92","703","171.25","-44.25",,,,,
"66224","92","704","171.75","-44.25",,,,,
"66247","93","7","-176.75","-43.75",,,,,
"66248","93","8","-176.25","-43.75",,,,,
"66451","93","211","-74.75","-43.75",,,,,
"66452","93","212","-74.25","-43.75",,,,,
"66453","93","213","-73.75","-43.75",,,,,
"66454","93","214","-73.25","-43.75",,,,,
"66455","93","215","-72.75","-43.75",,,,,
"66456","93","216","-72.25","-43.75",,,,,
"66457","93","217","-71.75","-43.75",,,,,
"66458","93","218","-71.25","-43.75",,,,,
"66459","93","219","-70.75","-43.75",,,,,
"66460","93","220","-70.25","-43.75",,,,,
"66461","93","221","-69.75","-43.75",,,,,
"66462","93","222","-69.25","-43.75",,,,,
"66463","93","223","-68.75","-43.75",,,,,
"66464","93","224","-68.25","-43.75",,,,,
"66465","93","225","-67.75","-43.75",,,,,
"66466","93","226","-67.25","-43.75",,,,,
"66467","93","227","-66.75","-43.75",,,,,
"66468","93","228","-66.25","-43.75",,,,,
"66469","93","229","-65.75","-43.75",,,,,
"66470","93","230","-65.25","-43.75",,,,,
"66893","93","653","146.25","-43.75",,,,,
"66894","93","654","146.75","-43.75",,,,,
"66895","93","655","147.25","-43.75",,,,,
"66938","93","698","168.75","-43.75",,,,,
"66939","93","699","169.25","-43.75",,,,,
"66940","93","700","169.75","-43.75",,,,,
"66941","93","701","170.25","-43.75",,,,,
"66942","93","702","170.75","-43.75",,,,,
"66943","93","703","171.25","-43.75",,,,,
"66944","93","704","171.75","-43.75",,,,,
"66945","93","705","172.25","-43.75",,,,,
"66946","93","706","172.75","-43.75",,,,,
"66947","93","707","173.25","-43.75",,,,,
"67172","94","212","-74.25","-43.25",,,,,
"67173","94","213","-73.75","-43.25",,,,,
"67174","94","214","-73.25","-43.25",,,,,
"67175","94","215","-72.75","-43.25",,,,,
"67176","94","216","-72.25","-43.25",,,,,
"67177","94","217","-71.75","-43.25",,,,,
"67178","94","218","-71.25","-43.25",,,,,
"67179","94","219","-70.75","-43.25",,,,,
"67180","94","220","-70.25","-43.25",,,,,
"67181","94","221","-69.75","-43.25",,,,,
"67182","94","222","-69.25","-43.25",,,,,
"67183","94","223","-68.75","-43.25",,,,1,
"67184","94","224","-68.25","-43.25",,,,,
"67185","94","225","-67.75","-43.25",,,,,
"67186","94","226","-67.25","-43.25",,,,,
"67187","94","227","-66.75","-43.25",,,,,
"67188","94","228","-66.25","-43.25",,,,,
"67189","94","229","-65.75","-43.25",,,,,
"67190","94","230","-65.25","-43.25",,,,,
"67191","94","231","-64.75","-43.25",,,,,
"67192","94","232","-64.25","-43.25",,,,,
"67612","94","652","145.75","-43.25",,,,,
"67613","94","653","146.25","-43.25",,,,,
"67614","94","654","146.75","-43.25",,,,,
"67615","94","655","147.25","-43.25",,,,,
"67616","94","656","147.75","-43.25",,,,,
"67617","94","657","148.25","-43.25",,,,,
"67660","94","700","169.75","-43.25",,,,,
"67661","94","701","170.25","-43.25",,,,,
"67662","94","702","170.75","-43.25",,,,,
"67663","94","703","171.25","-43.25",,,,,
"67664","94","704","171.75","-43.25",,,,,
"67665","94","705","172.25","-43.25",,,,,
"67666","94","706","172.75","-43.25",,,,,
"67667","94","707","173.25","-43.25",,,,,
"67892","95","212","-74.25","-42.75",,,,,
"67893","95","213","-73.75","-42.75",,,,,
"67894","95","214","-73.25","-42.75",,,,,
"67895","95","215","-72.75","-42.75",,,,,
"67896","95","216","-72.25","-42.75",,,,,
"67897","95","217","-71.75","-42.75",,,,,
"67898","95","218","-71.25","-42.75",,,,,
"67899","95","219","-70.75","-42.75",,,,,
"67900","95","220","-70.25","-42.75",,,,,
"67901","95","221","-69.75","-42.75",,,,,
"67902","95","222","-69.25","-42.75",,,,,
"67903","95","223","-68.75","-42.75",,,,,
"67904","95","224","-68.25","-42.75",,,,,
"67905","95","225","-67.75","-42.75",,,,,
"67906","95","226","-67.25","-42.75",,,,,
"67907","95","227","-66.75","-42.75",,,,,
"67908","95","228","-66.25","-42.75",,,,,
"67909","95","229","-65.75","-42.75",,,,,
"67910","95","230","-65.25","-42.75",,,,,
"67911","95","231","-64.75","-42.75",,,,,
"67912","95","232","-64.25","-42.75",,,,,
"67913","95","233","-63.75","-42.75",,,,,
"68331","95","651","145.25","-42.75",,,,,
"68332","95","652","145.75","-42.75",,,,,
"68333","95","653","146.25","-42.75",,,,,
"68334","95","654","146.75","-42.75",,,,,
"68335","95","655","147.25","-42.75",,,,,
"68336","95","656","147.75","-42.75",,,,,
"68337","95","657","148.25","-42.75",,,,,
"68382","95","702","170.75","-42.75",,,,,
"68383","95","703","171.25","-42.75",,,,,
"68384","95","704","171.75","-42.75",,,,,
"68385","95","705","172.25","-42.75",,,,,
"68386","95","706","172.75","-42.75",,,,,
"68387","95","707","173.25","-42.75",,,,,
"68388","95","708","173.75","-42.75",,,,,
"68612","96","212","-74.25","-42.25",,,,,
"68613","96","213","-73.75","-42.25",,,,,
"68614","96","214","-73.25","-42.25",,,,,
"68615","96","215","-72.75","-42.25",,,,,
"68616","96","216","-72.25","-42.25",,,,,
"68617","96","217","-71.75","-42.25",,,,,
"68618","96","218","-71.25","-42.25",,,,,
"68619","96","219","-70.75","-42.25",,,,,
"68620","96","220","-70.25","-42.25",,,,,
"68621","96","221","-69.75","-42.25",,,,,
"68622","96","222","-69.25","-42.25",,,,,
"68623","96","223","-68.75","-42.25",,,,,
"68624","96","224","-68.25","-42.25",,,,,
"68625","96","225","-67.75","-42.25",,,,,
"68626","96","226","-67.25","-42.25",,,,,
"68627","96","227","-66.75","-42.25",,,,,
"68628","96","228","-66.25","-42.25",,,,,
"68629","96","229","-65.75","-42.25",,,,,
"68630","96","230","-65.25","-42.25",,,,,
"68631","96","231","-64.75","-42.25",,,,,
"68632","96","232","-64.25","-42.25",,,,,
"68633","96","233","-63.75","-42.25",,,,,
"69051","96","651","145.25","-42.25",,,,,
"69052","96","652","145.75","-42.25",,,,,
"69053","96","653","146.25","-42.25",,,,,
"69054","96","654","146.75","-42.25",,,,,
"69055","96","655","147.25","-42.25",,,,,
"69056","96","656","147.75","-42.25",,,,,
"69057","96","657","148.25","-42.25",,,,,
"69103","96","703","171.25","-42.25",,,,,
"69104","96","704","171.75","-42.25",,,,,
"69105","96","705","172.25","-42.25",,,,,
"69106","96","706","172.75","-42.25",,,,,
"69107","96","707","173.25","-42.25",,,,,
"69108","96","708","173.75","-42.25",,,,,
"69109","96","709","174.25","-42.25",,,,,
"69332","97","212","-74.25","-41.75",,,,,
"69333","97","213","-73.75","-41.75",,,,,
"69334","97","214","-73.25","-41.75",,,,,
"69335","97","215","-72.75","-41.75",,,,,
"69336","97","216","-72.25","-41.75",,,,,
"69337","97","217","-71.75","-41.75",,,,,
"69338","97","218","-71.25","-41.75",,,,,
"69339","97","219","-70.75","-41.75",,,1,,1
"69340","97","220","-70.25","-41.75",,,,,
"69341","97","221","-69.75","-41.75",,,,,
"69342","97","222","-69.25","-41.75",,,,,
"69343","97","223","-68.75","-41.75",,,,,
"69344","97","224","-68.25","-41.75",,,,,
"69345","97","225","-67.75","-41.75",,,,,
"69346","97","226","-67.25","-41.75",,,,,
"69347","97","227","-66.75","-41.75",,,,,
